Name,Specialisation,City,Hospital/Clinic,Experience,Padma_Vibhushan,Padma_Bhushan,Padma_Shri,Dhanvantari_Award,BC_Roy_National_Award,Other_Awards
Dr. Pramod Jaiswal,Cardiac Surgeon, Chennai," SIMS Hospital, Vadapalani, Chennai",20,0,0,0,0,0,2
Dr. Subodh Raju,Neurologist, Hyderabad,", Paediatric Neurologist",0,0,0,0,0,0,8
Dr. Kumar Manish,Advanced Laparoscopic, Minimal Access and Bariatric Surgeon,Advanced Laparoscopic,0,0,0,0,0,0,1
Dr Ramesh Sungal,General Paediatrician, Bangalore, Apollo Hospital (Bannerghatta Road) Bangalore ,21,0,0,0,0,0,4
Dr. Shilpi Tiwari,Urologist, Gurgaon,", Urologist and Andrologist",0,0,0,0,0,0,6
Dr. Shahin Nooreyezdan,Cosmetic Surgeon, New Delhi,,26,0,0,0,0,0,10
Dr. Adosh Lall,, New Delhi," Indraprastha Apollo Hospital, New Delhi",21,0,0,0,0,0,4
Dr. Neel Shah,General Surgeon, New Delhi," Indraprastha Apollo Hospital, New Delhi",30,0,0,0,0,0,5
Dr. Vikas Gupta,Orthopaedic and Joint Replacement Surgeon, Gurgaon,Arthoscopy and Sports Medicine,30,0,0,0,0,0,4
Dr. Charanjit Singh Dhillon,Spine Surgeon, Chennai," MIOT International, Chennai",17,0,0,0,0,0,9
Dr. Ashutosh Marwah,Pediatric Cardiologist, New Delhi," Indraprastha Apollo Hospital, New Delhi",22,0,0,0,0,0,10
Dr. Sushila Kataria,physician, Gurgaon," Medanta - The Medicity, Gurgaon",19,0,0,0,0,0,6
Dr. Neeraj Sanduja,Ophthalmologist, Gurgaon,Cataract Surgeon,0,0,0,0,0,0,6
Dr. Ashok K Singhvi,Orthopaedic and Joint Replacement Surgeon, Mumbai,Hip Surgery,0,0,0,0,0,0,1
Dr. Suresh Radhakrishnan,Urologist, Chennai,", Urologist and Andrologist",0,0,0,0,0,0,9
Dr. HJS Gill,Nephrologist, Mohali," Fortis Hospital, Mohali",22,0,0,0,0,0,1
Dr.S. Gurumurthy,Radiation Oncologist, Chennai," Vijaya Hospital, Chennai",20,0,0,0,0,0,8
Dr. Suraj Munjal,Ophthalmologist, New Delhi,Cataract Surgeon,20,0,0,0,0,0,7
Dr. Clement Joseph,Orthopaedic and Joint Replacement Surgeon, Chennai,Arthoscopy and Sports Medicine,0,0,0,0,0,0,9
Dr. Srinivas Yadavalli,Internal Medicine, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",19,0,0,0,0,0,5
Dr. Chirag Desai,Surgical Gastroenterologist, Gandhinagar," Apollo Hospitals, Ahmedabad",19,0,0,0,0,0,1
Dr. Nitin Jain,Cardiac Surgeon, Gandhinagar," Apollo Hospitals, Ahmedabad",19,0,0,0,0,0,8
Dr. Sutanu Hazra,Orthopaedic and Joint Replacement Surgeon, Kolkata," AMRI Hospital, Kolkata (Mukundapur)",19,0,0,0,0,0,7
Dr. Bharat Rattan Jindal,Cosmetic Surgeon, New Delhi, Saroj Super Speciality Hospital,17,0,0,0,0,0,8
Dr. Tanmay Banerjee ,Internal Medicine, Kolkata, Medica Superspecialty Hospital,24,0,0,0,0,0,5
Dr. Manju B Nair,IVF Specialist, Bangalore," Cloudnine Hospital, Bangalore",19,0,0,0,0,0,10
Dr. Sathya Balasubramanyam,Infertility Specialist, Chennai," Cloudnine Hospital, Chennai",25,0,0,0,0,0,5
Dr. Preety Aggarwal,Gynaecologist and Obstetrician, Gurgaon," Cloudnine Hospital, Gurgaon (Sector-47)",32,0,0,0,0,0,7
Dr. Ajay Rathod,Orthopaedic and Joint Replacement Surgeon, Mumbai,Hip Surgery,0,0,0,0,0,0,9
Dr. Reshma Palep,General Surgeon, Mumbai,Advanced Laparoscopic,0,0,0,0,0,0,9
Dr. Tulika Sinha ,Gynaecologist and Obstetrician, Noida,", IVF Specialist",0,0,0,0,0,0,4
Dr. Prasanna AV ,Neurosurgeon, Kolkata," Ruby General Hospital, Kolkata",19,0,0,0,0,0,9
Dr. Ashish Johari,Cardiac Surgeon, Mumbai," Jaslok Hospital, Mumbai",26,0,0,0,0,0,1
Dr. Bindu Ballani,Gynaecologist and Obstetrician, Mumbai," Asian Heart Institute, Mumbai",30,0,0,0,0,0,8
Dr. G.N. Mansukhani,Gynaecologist and Obstetrician, Mumbai," Jaslok Hospital, Mumbai",33,0,0,0,0,0,10
Dr. P. Kesavan,Neonatologist, Chennai," Vijaya Hospital, Chennai",20,0,0,0,0,0,5
Dr. Pramati Reddy,Internal Medicine, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",19,0,0,0,0,0,3
Dr. Amitabh Gupta,Neurosurgeon, New Delhi," Batra Hospital & Medical Research Centre, New Delhi",19,0,0,0,0,0,3
Dr. Manav Manchanda,Pulmonologist, Faridabad," Asian Institute of Medical Sciences, Faridabad",19,0,0,0,0,0,1
Dr Mohan Kumar Singh,physician, Gurgaon," W Pratiksha Hospital, Gurgaon",22,0,0,0,0,0,3
Dr. Rajiv Baijal,Surgical Gastroenterologist, New Delhi," Pushpawati Singhania Research Institute, New Delhi",20,0,0,0,0,0,4
Dr. Kamlesh Khandelwal,General Surgeon, Mumbai," Jaslok Hospital, Mumbai",36,0,0,0,0,0,10
Dr. Maya P. L. Gade,Gynaecologist and Obstetrician, Mumbai," Kokilaben Dhirubhai Ambani Hospital, Mumbai",21,0,0,0,0,0,4
Dr. Pallavi Priyadarshini,Infertility Specialist, Mumbai,", IVF Specialist",0,0,0,0,0,0,2
Dr Bhawana Mishra,Gynaecologist and Obstetrician, Bangalore,,17,0,0,0,0,0,8
Dr. Aashish Shah,Advanced Laparoscopic, Minimal Access and Bariatric Surgeon,Advanced Laparoscopic,0,0,0,0,0,0,8
Dr. S K Raghunath,Urologist, Bangalore,,19,0,0,0,0,0,2
Dr. Shapna Varma,Anaesthesia, Chennai,", Anaesthetist",0,0,0,0,0,0,6
Dr. P. Latha Mageswari,Gynaecologist and Obstetrician, Chennai,", Infertility Specialist",0,0,0,0,0,0,8
Dr. Mohan Rao Arcot,General Surgeon, Chennai,Advanced Laparoscopic,0,0,0,0,0,0,8
Dr. Sisir Das,Neurosurgeon, Kolkata,,31,0,0,0,0,0,9
Dr. R.N Bhattacharya,Neurosurgeon, Kolkata," AMRI Hospital, Kolkata (Dhakuria)",39,0,0,0,0,0,5
Dr. Raja Ray,Cardiology, Kolkata,Cardiac Surgeon,39,0,0,0,0,0,10
Dr. Binayak Sinha,Endocrinologist, Kolkata, Fortis Hospital (Anandapur) Kolkata,28,0,0,0,0,0,8
Dr. M Shafi Kuchay,Endocrinologist, Gurgaon," Medanta - The Medicity, Gurgaon",14,0,0,0,0,0,9
Dr. Ganesh Kini,Neurologist, Navi Mumbai," Reliance Hospitals, Navi Mumbai",30,0,0,0,0,0,6
Dr. S.D.Satish Nath,Nuclear Medicine, Chennai," MIOT International, Chennai",29,0,0,0,0,0,4
Dr. P Dhanashekar,Surgical Oncologist, Chennai," Vijaya Hospital, Chennai",19,0,0,0,0,0,7
Dr. N.S Reddy,ENT Surgeon, Chennai," Vijaya Hospital, Chennai",20,0,0,0,0,0,2
Dr. Nomeeta Gupta ,General Paediatrician, New Delhi," Batra Hospital & Medical Research Centre, New Delhi",36,0,0,0,0,0,3
Dr. Neetu Singhal,Radiation Oncologist, Faridabad," Asian Institute of Medical Sciences, Faridabad",20,0,0,0,0,0,3
Dr. Sudipta Ghosh,Surgical Gastroenterologist, Kolkata, Fortis Hospital (Anandapur) Kolkata,20,0,0,0,0,0,4
Dr. Praveen Yadav  ,Surgical Oncologist, Gurgaon," Artemis Hospital, Gurgaon",19,0,0,0,0,0,6
Dr. Saibal Rakshit,Nephrologist, Kolkata," Ruby General Hospital, Kolkata",20,0,0,0,0,0,2
Dr. Biswajit Paul,Interventional Cardiologist, Noida," Jaypee Hospital, Noida",22,0,0,0,0,0,10
Dr. Rupa Pandra,Gynaecologist and Obstetrician, Hyderabad," Pace Hospital, Hyderabad",21,0,0,0,0,0,2
Dr. Meenakshi Dua,Gynaecologist and Obstetrician, Gurgaon,", Infertility Specialist",0,0,0,0,0,0,8
Dr. Ashok Hatolkar,General Surgeon, Mumbai," Nanavati Super Specialty Hospital, Mumbai",41,0,0,0,0,0,5
Dr. T.K. Banerjee,Neurologist, Kolkata," AMRI Hospital, Kolkata (Dhakuria)",28,0,0,0,0,0,1
Dr. Amal Khan,Cardiology, Kolkata,Cardiac Surgeon,28,0,0,0,0,0,9
Dr. Arun Kumar,Nephrologist, Lucknow,,20,0,0,0,0,0,10
Dr. Neelam Vinay,Gynaecologist and Obstetrician, Lucknow," Apollo Medics Super Speciality Hospital, Lucknow",30,0,0,0,0,0,9
Dr. Padma Appaji,General Paediatrician, Chennai,", Neonatologist",0,0,0,0,0,0,6
Dr. S. Shyam Kumar,ENT Surgeon, Chennai,,16,0,0,0,0,0,7
Dr. Pradeep Nayak,Interventional Cardiologist, New Delhi," Dharamshila Narayana Superspeciality Hospital , New Delhi",17,0,0,0,0,0,6
Dr. Krishnendu Mukherjee,General Surgeon, Kolkata,", Laparoscopic Surgeon",0,0,0,0,0,0,4
Dr. Kumari Menon,Neonatologist, Chennai," Vijaya Hospital, Chennai",14,0,0,0,0,0,6
Dr. Naveen Polavarapu,Medical Gastroenterologist, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",19,0,0,0,0,0,10
Dr. Karthik Vasudevan,Interventional Cardiologist, Bangalore," Columbia Asia Referral Hospital, Bangalore(Yeshwanthpur)",21,0,0,0,0,0,1
Dr. Deepak Kumar Bhasin,Medical Gastroenterologist, Mohali," Fortis Hospital, Mohali",29,0,0,0,0,0,5
Dr. Shanthi Rangarajan,Neonatologist, Chennai," Vijaya Hospital, Chennai",14,0,0,0,0,0,8
Dr. Satish Rudrappa,Neurosurgeon, Bangalore," Sakra World Hospital, Bangalore",25,0,0,0,0,0,8
Dr. Adittya K Sharma,Urologist and Renal Transplant Specialist, Lucknow," Apollo Medics Super Speciality Hospital, Lucknow",15,0,0,0,0,0,10
Dr.G. Gananathan,ENT Surgeon, Chennai," Vijaya Hospital, Chennai",18,0,0,0,0,0,2
Dr. Anshu Anind,Ophthalmologist, New Delhi," The Sight Avenue, New Delhi",18,0,0,0,0,0,3
Dr. Anil Kumar G,Surgical Gastroenterologist, Hyderabad,Hepato-Pancreato-Biliary Surgeon,18,0,0,0,0,0,8
Dr. Dipika Madan,Ophthalmologist, New Delhi," The Sight Avenue, New Delhi",11,0,0,0,0,0,10
Dr. Vijay Sankaran,Neurologist, Chennai,", Neurosurgeon",0,0,0,0,0,0,4
Dr. Hasit Joshi,Cardiac Surgeon, Gandhinagar," Apollo Hospitals, Ahmedabad",19,0,0,0,0,0,3
Dr. P. Dhanasekar,Surgical Oncologist, Chennai," Apollo Cancer Hospital, Chennai",19,0,0,0,0,0,6
Dr Nitish Anchal,Vascular Surgeon, Bangalore," Manipal Hospitals Dwarka, Delhi",19,0,0,0,0,0,9
Dr. Pradeepta Kumar Sethy ,Medical Gastroenterologist, Kolkata,", Surgical Gastroenterologist",0,0,0,0,0,0,5
Dr. Rahul Chandola,Cardiac Surgeon, New Delhi," Max Super Speciality Hospital, Saket, New Delhi",20,0,0,0,0,0,4
Dr. Pawan Sharma,Interventional Cardiologist, Noida," Fortis Hospital, Noida",15,0,0,0,0,0,8
Dr. Sanjay Kumar,Interventional Cardiologist, Faridabad," Fortis Escorts Hospital, Faridabad",13,0,0,0,0,0,3
Dr. Alok Sehgal,Interventional Cardiologist, Ghaziabad,,22,0,0,0,0,0,1
Dr. Ashima Shukla,Psychiatrist, Gurgaon," Artemis Hospital, Gurgaon",17,0,0,0,0,0,3
Dr. Shyamveer Singh Khangarot,Pediatric Cardiologist, Gurgaon,,10,0,0,0,0,0,5
Dr. Kalpana Nagpal ,ENT Surgeon, New Delhi," Indraprastha Apollo Hospital, New Delhi",30,0,0,0,0,0,7
Dr. Nilay Kumar Majumdar,Ophthalmologist, Kolkata,Cataract Surgeon,0,0,0,0,0,0,6
Dr. Hima Deepthi V,Gynaecologist and Obstetrician, Hyderabad,", Infertility Specialist",0,0,0,0,0,0,1
Dr. Amit Goel,Urologist, Gurgaon," Narayana Superspeciality Hospital, Gurgaon",15,0,0,0,0,0,6
Dr. Dharmendra Sharma,Laparoscopic Surgeon, Gurgaon," Medanta - The Medicity, Gurgaon",21,0,0,0,0,0,1
Dr. Martin D'souza,Neurologist, Mumbai," Nanavati Super Specialty Hospital, Mumbai",44,0,0,0,0,0,8
Dr. Shrikant Badwe,Urologist, Mumbai,", Urologist and Andrologist",0,0,0,0,0,0,9
Dr. Satish Satyanarayana,Neurosurgeon, Bangalore," Fortis Hospital, Bangalore (Bannerghatta Road)",32,0,0,0,0,0,9
Dr. S.Velmurugan,Orthopaedic and Joint Replacement Surgeon, Chennai,Foot and Ankle Surgery,32,0,0,0,0,0,6
Dr Rahul R Gupta,Cardiac Surgeon, Navi Mumbai,,18,0,0,0,0,0,3
Dr. Vijaya Mohan S,Orthopaedic and Joint Replacement Surgeon, Kochi, Aster Medcity Kochi,18,0,0,0,0,0,8
Dr. Sherry Peter,Cosmetic Surgeon, Kochi, Aster Medcity Kochi,18,0,0,0,0,0,6
Dr. Sumantra Ray,General Surgeon, Kolkata," AMRI Hospital, Kolkata (Mukundapur)",13,0,0,0,0,0,2
Dr. Jitendra Kumar Rout,Orthopaedic and Joint Replacement Surgeon, Bhubaneswar," AMRI Hospitals, Bhubaneswar",18,0,0,0,0,0,7
Dr. Rajiv Thukral,Orthopaedic and Joint Replacement Surgeon, Faridabad,Arthoscopy and Sports Medicine,0,0,0,0,0,0,3
Dr Shankar R,Vascular Surgeon, Chennai," Apollo First Med Hospitals, Kilpauk",18,0,0,0,0,0,4
Dr. Asheesh Sharma,General Surgeon, Lucknow,Advanced Laparoscopic,0,0,0,0,0,0,1
Dr. Intekhab Alam,Orthopaedic and Joint Replacement Surgeon, Lucknow,Foot and Ankle Surgery,0,0,0,0,0,0,1
Dr. Akash Saraogi,Orthopaedic and Joint Replacement Surgeon, Mumbai,Hip Surgery,0,0,0,0,0,0,4
Dr. Mithin Aachi,Orthopaedic and Joint Replacement Surgeon, Secunderabad," Apollo Hospital, Secunderabad",18,0,0,0,0,0,9
Dr. Vignesh Thanikgaivasan,Interventional Cardiologist, Chennai," Vijaya Hospital, Chennai",18,0,0,0,0,0,8
Dr. Ashraf V V ,Neurologist, Calicut,,18,0,0,0,0,0,8
Dr. Subhayan Mandal,Neurosurgeon, Kolkata," Ruby General Hospital, Kolkata",18,0,0,0,0,0,1
Dr. Vignesh Thanikgaivasan,Interventional Cardiologist, Chennai," Vijaya Hospital, Chennai",18,0,0,0,0,0,4
Dr. Ashraf V V ,Neurologist, Calicut,,18,0,0,0,0,0,8
Dr. Subhayan Mandal,Neurosurgeon, Kolkata," Ruby General Hospital, Kolkata",18,0,0,0,0,0,7
Dr. Bimlesh Dhar Pandey,Rheumatologist, Noida," Fortis Hospital, Noida",19,0,0,0,0,0,1
Dr. Piya Sen,Ophthalmologist, Kolkata," AMRI Hospitals, Southern Avenue",21,0,0,0,0,0,1
Dr. Mohinish Chhabra,Medical Gastroenterologist, Mohali," Fortis Hospital, Mohali",18,0,0,0,0,0,10
Dr. Dolly Lakhani,General Paediatrician, Chennai," Vijaya Hospital, Chennai",22,0,0,0,0,0,6
Dr. Rejiv Rajendranath  ,Medical Oncologist, Chennai," Apollo Cancer Hospital, Chennai",18,0,0,0,0,0,10
Dr Anil Thakwani,Radiation Oncologist, Greater Noida," Sharda Hospital, Greater Noida",21,0,0,0,0,0,4
Dr. Suresh Bhagat,Urologist, Mumbai,Endourologist,21,0,0,0,0,0,5
Dr. M.V.J Prasanth,ENT Surgeon, Hyderabad," Pace Hospital, Hyderabad",19,0,0,0,0,0,8
Dr. Anand H Subrahmanyam,Cardiac Surgeon, Bangalore," Columbia Asia Hospital, Bangalore(Whitefield)",19,0,0,0,0,0,3
Dr. Mallikarjun Sakpal,Liver Transplant Surgeon, Bangalore,,16,0,0,0,0,0,4
Dr. Suchandra Mukhopadhyay,Gynaecologist and Obstetrician, Kolkata," AMRI Hospitals, Saltlake",20,0,0,0,0,0,3
Dr. Manish Ahuja,Urologist, Mohali," Fortis Hospital, Mohali",18,0,0,0,0,0,5
Dr. Gautam Nadkarni,Advanced Laparoscopic, Minimal Access and Bariatric Surgeon,Advanced Laparoscopic,0,0,0,0,0,0,8
Dr. Dharam Pani Pandey,Physiotherapist, New Delhi," Manipal Hospitals Dwarka, Delhi",20,0,0,0,0,0,5
Dr. Nagraj Gururaj Huilgol,Radiation Oncologist, Mumbai," Nanavati Super Specialty Hospital, Mumbai",43,0,0,0,0,0,5
Dr. Gita Ganguly Mukherjee,Gynaecologist and Obstetrician, Kolkata,,21,0,0,0,0,0,10
Dr. Siddhartha Mukherjee,Cardiology, Kolkata,Cardiac Surgeon,21,0,0,0,0,0,1
Dr. Nagraj Gururaj Huilgol,Radiation Oncologist, Mumbai," Nanavati Super Specialty Hospital, Mumbai",43,0,0,0,0,0,7
Dr. Gita Ganguly Mukherjee,Gynaecologist and Obstetrician, Kolkata,,21,0,0,0,0,0,4
Dr. Siddhartha Mukherjee,Cardiology, Kolkata,Cardiac Surgeon,21,0,0,0,0,0,2
Dr. Muhammed A.V.,Ophthalmologist, Kerala,Cataract Surgeon,21,0,0,0,0,0,7
Dr. Anil Vaidya,General Surgeon, Navi Mumbai,,28,0,0,0,0,0,2
Dr Maitri Chaudhuri,Pediatric Cardiologist, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,18,0,0,0,0,0,3
Dr. Smita Mishra,Pediatric Cardiologist, New Delhi," Manipal Hospitals Dwarka, Delhi",33,0,0,0,0,0,1
Dr. Pawan Zutshi,Interventional Cardiologist, Gurgaon," Metro Hospital, Noida",10,0,0,0,0,0,6
Dr. Vidya Subramaniyan,Aesthetics and Plastic Surgeon, Chennai,", Cosmetic Surgeon",0,0,0,0,0,0,9
Dr. Ratish Chandra Paul,Ophthalmologist, Kolkata,Cataract Surgeon,0,0,0,0,0,0,4
Dr. Deepak Raina,Orthopaedic and Joint Replacement Surgeon, New Delhi," Indian Spinal Injuries Center, New Delhi",20,0,0,0,0,0,1
Dr. Mahesh Koregol,IVF Specialist, Bangalore," Nova IVI Fertility, Bangalore",10,0,0,0,0,0,1
Dr. Saroja Koppala,Gynaecologist and Obstetrician, Hyderabad," Nova IVI Fertility Clinic, Hyderabad",9,0,0,0,0,0,10
Dr. Reita Prakash,ENT Surgeon, Gurgaon," Max Super Specialty Hospital, Gurgaon",22,0,0,0,0,0,1
Dr. Vipin Chand Tyagi,Orthopaedic and Joint Replacement Surgeon, Gurgaon,Arthoscopy and Sports Medicine,22,0,0,0,0,0,9
Dr. Rajeev Rathi,Interventional Cardiologist, New Delhi," Max Super Speciality Hospital, Saket, New Delhi",18,0,0,0,0,0,10
Dr. Vijay Deshmukh,General Surgeon, Mumbai," Nanavati Super Specialty Hospital, Mumbai",41,0,0,0,0,0,7
Dr. Preeti Galvankar,Gynaecologist and Obstetrician, Mumbai,", Infertility Specialist",0,0,0,0,0,0,10
Dr. P. N. Ajitha,Gynaecologist and Obstetrician, Kerala,", Infertility Specialist",0,0,0,0,0,0,10
Dr. Shivaji Mandal,General Surgeon, Kolkata, Medica Superspecialty Hospital,17,0,0,0,0,0,6
Dr. Umesh Kohli,Interventional Cardiologist, Faridabad," Asian Institute of Medical Sciences, Faridabad",17,0,0,0,0,0,4
Dr. Sangeetha S,Gynaecologist and Obstetrician, Bangalore,", Infertility Specialist",0,0,0,0,0,0,4
Dr. A. Anusha Raaj ,Gynaecologist and Obstetrician, Chennai," SIMS Hospital, Vadapalani, Chennai",17,0,0,0,0,0,1
Dr. Sakthi Rajan,Nephrologist, Chennai," Vijaya Hospital, Chennai",17,0,0,0,0,0,9
Dr. Tanmoy Majee ,Interventional Cardiologist, Kolkata," Ruby General Hospital, Kolkata",17,0,0,0,0,0,8
Dr. Kaushik Aditya Jaichand,Orthopaedic and Joint Replacement Surgeon, Mumbai,Foot and Ankle Surgery,0,0,0,0,0,0,5
Dr. K.S Sethna,Surgical Oncologist, Mumbai," S. L. Raheja Hospital, Mumbai",30,0,0,0,0,0,5
Dr Phanendra Kumar Gubbala,Surgical Oncologist, Chennai," Apollo Proton Cancer Centre, Chennai",20,0,0,0,0,0,7
Dr. K P Manjunath,Ophthalmology, Bangalore,Glaucoma Surgeon,0,0,0,0,0,0,5
Dr. Sanjeev Gera,Cardiac Surgeon, New Delhi," BLK Super Speciality Hospital, New Delhi",20,0,0,0,0,0,9
Dr. Ranganatha R,Pulmonologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",20,0,0,0,0,0,8
Dr. Vinod V. Rajan,Orthopaedics, Kerala,Orthopaedic and Joint Replacement Surgeon,20,0,0,0,0,0,5
Dr. Amit Kumar Singhal,Liver Transplant Surgeon, New Delhi," BLK Super Speciality Hospital, New Delhi",13,0,0,0,0,0,3
Dr Meera Luthra,Paediatrician, Gurgaon," Medanta - The Medicity, Gurgaon",20,0,0,0,0,0,7
Dr. Vikas Kumar ,Radiation Oncologist, Faridabad," Asian Institute of Medical Sciences, Faridabad",18,0,0,0,0,0,6
Dr Anshu Bansal,Gynaecologist and Obstetrician, Chennai,", Infertility Specialist",0,0,0,0,0,0,9
Dr. Ashu Consul,Orthopaedic and Joint Replacement Surgeon, New Delhi,Arthoscopy and Sports Medicine,0,0,0,0,0,0,5
Dr. Nitika Sobti,Gynaecologist and Obstetrician, Gurgaon," Max Super Specialty Hospital, Gurgaon",24,0,0,0,0,0,2
Dr. Sarabpreet Singh ,Urologist and Andrologist, Gurgaon,,16,0,0,0,0,0,3
Dr. Vivek Phanswal,Orthopaedic and Joint Replacement Surgeon, Mathura,Hip Surgery,0,0,0,0,0,0,2
Dr. Paramjit Singh Kahlon,Obesity and Bariatric Surgeon, Amritsar,Advanced Laparoscopic,0,0,0,0,0,0,8
Dr. Anirban Kundu,Ophthalmologist, Kolkata,Cataract Surgeon,0,0,0,0,0,0,3
Dr. Arvind Soni,ENT Surgeon, New Delhi,,30,0,0,0,0,0,2
Dr. Dheeraj Garg,Interventional Cardiologist, New Delhi," Dharamshila Narayana Superspeciality Hospital , New Delhi",15,0,0,0,0,0,5
Dr. Deepak Chaudhary,Orthopaedic and Joint Replacement Surgeon, New Delhi,  ,15,0,0,0,0,0,7
Dr. Preetinder Kaur,Gynaecologist and Obstetrician, New Delhi," BLK Super Speciality Hospital, New Delhi",17,0,0,0,0,0,6
Dr. Hemant Bhansali,General Surgeon, Mumbai," Nanavati Super Specialty Hospital, Mumbai",38,0,0,0,0,0,10
Dr. Sudharshan Raj C,General Paediatrician, Hyderabad," Apollo Spectra Hospital, Hyderabad",25,0,0,0,0,0,1
Dr. Asishkumar Mandalay,Cardiology, Kerala,Cardiac Surgeon,25,0,0,0,0,0,10
Dr. Gopalakrishnan M.L.,Orthopaedic and Joint Replacement Surgeon, Kerala,Arthoscopy and Sports Medicine,0,0,0,0,0,0,9
Dr. Akshayalingam Thamilchelvan ,Cosmetic Surgeon, Chennai,,17,0,0,0,0,0,4
 Dr. Soundararajan Periyasamy,, Chennai," Vijaya Hospital, Chennai",36,0,0,0,0,0,5
Dr. Kundan Singh Chufal,Radiation Oncologist, New Delhi," Batra Hospital & Medical Research Centre, New Delhi",17,0,0,0,0,0,8
Dr. Rakesh Jalali ,Radiation Oncologist, Chennai," Apollo Proton Cancer Centre, Chennai",18,0,0,0,0,0,4
Dr. Vishwambar Nath,Urologist, Hyderabad," Continental Hospitals, Hyderabad",24,0,0,0,0,0,5
Dr. Jyotika Jain,Radiation Oncologist, New Delhi," Venkateshwar Hospital, New Delhi",20,0,0,0,0,0,8
Dr. Sameer A. Tulpule,Oncology, Mumbai," Kokilaben Dhirubhai Ambani Hospital, Mumbai",18,0,0,0,0,0,9
Dr. Ammaiyappan Palaniswamy C,Pulmonology, Chennai,Pulmonologist,18,0,0,0,0,0,6
Dr. Amin Kaba,General Paediatrician, Mumbai," Saifee Hospital, Mumbai",22,0,0,0,0,0,4
Dr. George Cherian,Interventional Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",29,0,0,0,0,0,8
Dr. Pradeep Kumar Shetty,Interventional Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",25,0,0,0,0,0,2
Dr. Prakash V S,Electrophysiologist, Bangalore,", Interventional Cardiologist",0,0,0,0,0,0,8
Dr. Vandana Gupta,Gynaecologist and Obstetrician, New Delhi,", Infertility Specialist",0,0,0,0,0,0,7
Dr. Suraj N Gaurav,Orthopaedic and Joint Replacement Surgeon, Mumbai," Asian Heart Institute, Mumbai",19,0,0,0,0,0,2
Dr. Hemalatha Vidyashankar,Paediatric Ophthalmologist, Mumbai,", Squint Specialist",0,0,0,0,0,0,7
Dr. Gautam Dutta Sharma,Gynaecologist and Obstetrician, Kolkata," AMRI Hospitals, Saltlake",21,0,0,0,0,0,9
Dr. Manikandan. M,Nephrologist, Kerala,,17,0,0,0,0,0,9
Dr. Jeeson C Unni,General Paediatrician, Kochi, Aster Medcity Kochi,36,0,0,0,0,0,8
Dr. Ravi Shankar Shetty K,Cardiac Surgeon, Bangalore," Narayana Multispeciality Hospital, Bangalore",21,0,0,0,0,0,2
Dr. George. C. Joseph,Nephrologist, Kerala," Meitra Hospital, Kerala",18,0,0,0,0,0,4
Dr Preethi M,Medical Gastroenterologist, Chennai,", Surgical Gastroenterologist",0,0,0,0,0,0,3
Dr. Arvind Sethi ,Interventional Cardiologist, New Delhi," BLK Super Speciality Hospital, New Delhi",16,0,0,0,0,0,8
Dr. Tripti Sharan,Gynaecologist and Obstetrician, New Delhi," BLK Super Speciality Hospital, New Delhi",23,0,0,0,0,0,10
Dr. Saji Varghese,General Surgeon, Kerala," Meitra Hospital, Kerala",15,0,0,0,0,0,6
Dr. Aseem Ranjan Srivastava,Pediatric Cardiologist, Gurgaon,,16,0,0,0,0,0,10
Dr. Milind Patil,Orthopaedic and Joint Replacement Surgeon, Mumbai,Arthoscopy and Sports Medicine,0,0,0,0,0,0,7
Dr. T S Sringari,Orthopaedic and Joint Replacement Surgeon, Gurgaon,Arthoscopy and Sports Medicine,0,0,0,0,0,0,4
Dr. Anil Ramakrishna,Neurologist, Bangalore,,16,0,0,0,0,0,3
Dr. Leela Praveen Kumar,Cosmetic Surgeon, Chennai," Apollo Hospitals, Greams Road, Chennai",13,0,0,0,0,0,5
Dr. Nymphaea Walecha,Infertility Specialist, New Delhi,  ,10,0,0,0,0,0,4
Dr. Parul Katiyar,Infertility Specialist, New Delhi,", IVF Specialist",0,0,0,0,0,0,6
Dr. Devayani Barve Venkat,Cosmetic Surgeon, Mumbai," Nanavati Super Specialty Hospital, Mumbai",11,0,0,0,0,0,9
Dr. Suruchi Desai,Gynaecologist and Obstetrician, Mumbai," Nanavati Super Specialty Hospital, Mumbai",19,0,0,0,0,0,10
Dr. Rinku Bhatia,General Surgeon, Mumbai," Nanavati Super Specialty Hospital, Mumbai",13,0,0,0,0,0,8
Dr. SK Gupta,Neurosurgeon, Mathura," Nayati Medicity, Mathura",14,0,0,0,0,0,1
Dr. Vivek Mittal,Interventional Cardiologist, Mathura," Nayati Medicity, Mathura",15,0,0,0,0,0,8
Dr. Parul Garg,Gynaecologist and Obstetrician, Mathura,", Infertility Specialist",0,0,0,0,0,0,7
Dr. Sumit Sharma,Urologist, Mathura,Endourologist,0,0,0,0,0,0,7
Dr. Divesh Gulati,Orthopaedic and Joint Replacement Surgeon, New Delhi,Arthoscopy and Sports Medicine,0,0,0,0,0,0,8
